CMDLINE python3 scripts/run.py
MEM 7289.101562 1725625764.5354
MEM 7305.601562 1725625764.6363
MEM 7328.351562 1725625764.7373
MEM 7344.476562 1725625764.8383
MEM 7366.101562 1725625764.9385
MEM 7389.476562 1725625765.0392
MEM 7411.851562 1725625765.1402
MEM 7435.226562 1725625765.2412
MEM 7458.101562 1725625765.3422
MEM 7481.226562 1725625765.4452
MEM 7503.851562 1725625765.5462
MEM 7526.226562 1725625765.6472
MEM 7547.476562 1725625765.7482
MEM 7566.226562 1725625765.8493
MEM 7587.476562 1725625765.9502
MEM 7608.601562 1725625766.0513
MEM 7625.726562 1725625766.1524
MEM 7644.101562 1725625766.2535
MEM 7663.226562 1725625766.3544
MEM 7682.351562 1725625766.4562
MEM 7697.601562 1725625766.5573
MEM 7716.101562 1725625766.6593
MEM 7732.976562 1725625766.7623
MEM 7746.476562 1725625766.8636
MEM 7762.726562 1725625766.9663
MEM 7774.351562 1725625767.0687
MEM 7774.351562 1725625767.1695
MEM 7774.351562 1725625767.2713
MEM 7774.351562 1725625767.3726
MEM 7774.351562 1725625767.4733
MEM 7774.351562 1725625767.5744
MEM 7774.351562 1725625767.6755
MEM 7774.351562 1725625767.7803
MEM 7774.351562 1725625767.8812
MEM 7774.351562 1725625767.9823
MEM 7774.351562 1725625768.0833
MEM 7774.351562 1725625768.1843
MEM 7786.101562 1725625768.2852
MEM 7803.351562 1725625768.3863
MEM 7820.101562 1725625768.4872
MEM 7833.351562 1725625768.5883
MEM 7848.851562 1725625768.6885
MEM 7863.226562 1725625768.7896
MEM 7875.726562 1725625768.8906
MEM 7888.351562 1725625768.9916
MEM 7899.726562 1725625769.0925
MEM 7913.101562 1725625769.1935
MEM 7926.601562 1725625769.2945
MEM 7939.851562 1725625769.3955
MEM 7952.351562 1725625769.4965
MEM 7962.726562 1725625769.5975
MEM 7974.601562 1725625769.6985
MEM 7986.601562 1725625769.8007
MEM 7998.351562 1725625769.9055
MEM 8009.726562 1725625770.0085
MEM 8020.851562 1725625770.1112
MEM 8030.476562 1725625770.2118
MEM 8039.726562 1725625770.3135
MEM 8049.726562 1725625770.4175
MEM 8059.101562 1725625770.5194
MEM 8068.476562 1725625770.6235
MEM 8076.851562 1725625770.7245
MEM 8085.351562 1725625770.8255
MEM 8092.601562 1725625770.9265
MEM 8100.851562 1725625771.0275
MEM 8108.476562 1725625771.1285
MEM 8115.976562 1725625771.2295
MEM 8123.351562 1725625771.3305
MEM 8130.476562 1725625771.4315
MEM 8136.601562 1725625771.5326
MEM 8142.851562 1725625771.6350
MEM 8149.226562 1725625771.7366
MEM 8155.226562 1725625771.8405
MEM 8160.851562 1725625771.9452
MEM 8165.601562 1725625772.0462
MEM 8170.601562 1725625772.1467
MEM 8175.226562 1725625772.2495
MEM 8179.601562 1725625772.3532
MEM 8183.476562 1725625772.4540
MEM 8185.351562 1725625772.5578
MEM 8186.976562 1725625772.6618
MEM 8189.351562 1725625772.7626
MEM 8191.351562 1725625772.8657
MEM 8194.351562 1725625772.9702
MEM 8197.226562 1725625773.0706
MEM 8199.851562 1725625773.1727
MEM 8202.351562 1725625773.2749
MEM 8204.601562 1725625773.3765
MEM 8206.601562 1725625773.4776
MEM 8208.476562 1725625773.5795
MEM 8209.976562 1725625773.6808
MEM 8211.351562 1725625773.7825
MEM 8212.476562 1725625773.8847
MEM 8213.476562 1725625773.9886
MEM 8213.976562 1725625774.0895
MEM 8214.476562 1725625774.1929
MEM 8214.601562 1725625774.2955
MEM 8238.476562 1725625774.3981
MEM 8270.101562 1725625774.4987
MEM 8302.351562 1725625774.6000
MEM 8329.726562 1725625774.7006
MEM 8360.976562 1725625774.8018
MEM 8379.476562 1725625774.9045
MEM 8412.351562 1725625775.0055
MEM 8439.476562 1725625775.1065
MEM 8471.976562 1725625775.2075
MEM 8488.976562 1725625775.3085
MEM 8502.726562 1725625775.4095
MEM 8502.726562 1725625775.5105
MEM 8502.726562 1725625775.6115
MEM 8502.726562 1725625775.7125
MEM 8502.726562 1725625775.8136
MEM 8502.726562 1725625775.9145
MEM 8502.726562 1725625776.0155
MEM 8504.726562 1725625776.1166
MEM 8536.976562 1725625776.2177
MEM 8567.976562 1725625776.3205
MEM 8601.351562 1725625776.4215
MEM 8630.976562 1725625776.5225
MEM 8662.851562 1725625776.6235
MEM 8690.851562 1725625776.7245
MEM 8721.476562 1725625776.8255
MEM 8751.351562 1725625776.9266
MEM 8777.101562 1725625777.0306
MEM 8806.226562 1725625777.1317
MEM 8833.226562 1725625777.2363
MEM 8862.101562 1725625777.3385
MEM 8889.351562 1725625777.4406
MEM 8916.726562 1725625777.5419
MEM 8947.101562 1725625777.6442
MEM 8974.601562 1725625777.7473
MEM 9002.851562 1725625777.8488
MEM 9030.351562 1725625777.9515
MEM 9056.601562 1725625778.0557
MEM 9085.101562 1725625778.1566
MEM 9102.351562 1725625778.2579
MEM 9128.726562 1725625778.3588
MEM 9155.601562 1725625778.4605
MEM 9179.226562 1725625778.5621
MEM 9202.476562 1725625778.6638
MEM 9226.351562 1725625778.7648
MEM 9251.226562 1725625778.8667
MEM 9266.226562 1725625778.9707
MEM 9266.226562 1725625779.0735
MEM 9266.226562 1725625779.1745
MEM 9266.226562 1725625779.2755
MEM 9266.226562 1725625779.3765
MEM 9266.226562 1725625779.4775
MEM 9266.226562 1725625779.5785
MEM 9266.226562 1725625779.6795
MEM 9274.726562 1725625779.7805
MEM 9303.726562 1725625779.8825
MEM 9331.101562 1725625779.9835
MEM 9354.976562 1725625780.0845
MEM 9382.351562 1725625780.1855
MEM 9406.101562 1725625780.2865
MEM 9430.476562 1725625780.3875
MEM 9431.351562 1725625780.4894
MEM 9431.351562 1725625780.5906
MEM 9431.351562 1725625780.6917
MEM 9431.351562 1725625780.7927
MEM 9432.851562 1725625780.8935
MEM 9457.851562 1725625780.9970
MEM 9482.601562 1725625781.0976
MEM 9506.851562 1725625781.1986
MEM 9534.726562 1725625781.2997
MEM 9558.351562 1725625781.4005
MEM 9582.851562 1725625781.5015
MEM 9611.601562 1725625781.6040
MEM 9597.476562 1725625781.7046
MEM 9625.851562 1725625781.8067
MEM 9646.976562 1725625781.9076
MEM 9613.976562 1725625782.0085
MEM 9639.101562 1725625782.1105
MEM 9603.476562 1725625782.2115
MEM 9629.851562 1725625782.3125
MEM 9654.851562 1725625782.4135
MEM 9669.976562 1725625782.5145
MEM 9676.726562 1725625782.6156
MEM 9700.726562 1725625782.7176
MEM 9721.851562 1725625782.8187
MEM 9745.101562 1725625782.9212
MEM 9763.851562 1725625783.0225
MEM 9786.476562 1725625783.1245
MEM 9810.101562 1725625783.2253
MEM 9829.476562 1725625783.3255
MEM 9849.976562 1725625783.4269
MEM 9849.976562 1725625783.5295
MEM 9849.976562 1725625783.6320
MEM 9849.976562 1725625783.7345
MEM 9849.976562 1725625783.8358
MEM 9849.976562 1725625783.9373
MEM 9849.976562 1725625784.0409
MEM 9849.976562 1725625784.1416
MEM 9849.976562 1725625784.2461
MEM 9849.976562 1725625784.3466
MEM 9849.976562 1725625784.4493
MEM 9849.976562 1725625784.5523
MEM 9851.226562 1725625784.6525
MEM 9876.601562 1725625784.7565
MEM 9896.101562 1725625784.8575
MEM 9919.976562 1725625784.9585
MEM 10164.296875 1725625785.0598
MEM 10275.171875 1725625785.1608
MEM 10240.246094 1725625785.2616
MEM 10233.871094 1725625785.3630
MEM 10138.371094 1725625785.4637
MEM 10144.496094 1725625785.5646
MEM 10143.621094 1725625785.6661
MEM 10132.121094 1725625785.7675
MEM 10143.371094 1725625785.8686
MEM 10144.246094 1725625785.9695
MEM 0.000000 1725625786.1180
MEM 0.000000 1725625786.2203
MEM 0.000000 1725625786.3210
